14.31,0.132,-94.6969697,,,
14.185,0.007,1242.857143,,,
14.272,0.094,124.4680851,,,-554.5454545
14.389,0.211,23.22274882,,,
14.438,0.26,-83.46153846,,,
14.221,0.043,448.8372093,,,
14.414,0.236,-70.33898305,,,
14.248,0.07,-18.57142857,,,
14.235,0.057,96.49122807,,,
14.29,0.112,119.6428571,,,
14.424,0.246,17.88617886,,,
14.468,0.29,-40.34482759,,,
14.351,0.173,111.5606936,,,
14.544,0.366,-4.644808743,,,
14.527,0.349,-53.00859599,,,
14.342,0.164,17.68292683,,,
14.371,0.193,27.97927461,,,
14.425,0.247,58.70445344,,,
14.57,0.392,-25,,,
14.472,0.294,48.97959184,,,
14.616,0.438,34.47488584,,,
14.767,0.589,-39.89813243,,,
14.532,0.354,3.672316384,,,
14.545,0.367,38.69209809,,,
14.687,0.509,15.52062868,,,
14.766,0.588,-2.551020408,,,
14.751,0.573,-16.7539267,,,
14.655,0.477,37.94549266,,,
14.836,0.658,-7.142857143,,,
14.789,0.611,1.47299509,,,
14.798,0.62,-21.4516129,,,
14.665,0.487,27.3100616,,,
14.798,0.62,11.4516129,,,
14.869,0.691,-16.78726483,,,
14.753,0.575,2.086956522,,,
14.765,0.587,4.599659284,,,
14.792,0.614,9.93485342,,,
14.853,0.675,20.59259259,,,
14.992,0.814,16.58476658,,,
15.127,0.949,-12.11801897,,,
15.012,0.834,-7.673860911,,,
14.948,0.77,-100,,,
